"drug","gene"
"Procanbid","AR"
"Novocainamid","AR"
"Biocoryl","AR"
"Procainamide HCl","AR"
"ORPHENADRINE HYDROCHLORIDE","AR"
"Orphenadrine HCl","AR"
"BIORPHEN","AR"
"Orphenadrine (Chloride)","AR"
"Orphenadrine Chloride","AR"
"Disipal","AR"
"Xylotocan","AR"
"Tonocard","AR"
"TOCAINIDE HYDROCHLORIDE","AR"
"Tocainide HCl","AR"
"Teglutik","AR"
"Riluzole","AR"
"RILUTEK","AR"
"RP 54274","AR"
"Pyridium","AR"
"Uropyrine","AR"
"NC 150","AR"
"W-1655","AR"
"PHENAZOPYRIDINE HYDROCHLORIDE","AR"
"Phenazopyridine HCl","AR"
"Fibricor","AR"
"FENOFIBRIC ACID","AR"
"Lipanthyl","AR"
"Trilipix","AR"
"Supralip","AR"
"Lipofen","AR"
"Fenocor-67","AR"
"Fenogal","AR"
"Lofibra","AR"
"CHEMBL239","AR"
"DRF-10945","AR"
"Tesaglitazar","AR"
"GALIDA","AR"
"BR-44608","AR"
"AZ-242","AR"
"AR-H039242XX","AR"
"Choline fenofibrate","AR"
"ABT-335","AR"
"Naveglitazar","AR"
"LY9818","AR"
"LY-519818","AR"
"AVE-8134","AR"
"Atromid-S","AR"
"CHLORFENISATE","AR"
"AY-61123","AR"
"Atromid","AR"
"ICI-28257","AR"
"CLOFIBRATE","AR"
"Lipantil Micro 67","AR"
"Supralip 160","AR"
"TRICOR","AR"
"FENOFIBRATE","AR"
"TRIGLIDE","AR"
"LIPANTIL MICRO 267","AR"
"FENOFIBRATE (MICRONIZED)","AR"
"ANTARA (MICRONIZED)","AR"
"LIPANTIL MICRO 200","AR"
"Antara","AR"
"Lipantil","AR"
"LIPIDIL","AR"
"Fenoglide","AR"
"Aleglitazar","AR"
"Ro-0728804","AR"
"R-1439","AR"
"WIN 35833","AR"
"MODALIM","AR"
"CIPROFIBRATE","AR"
"TAK-559","AR"
"IMIGLITAZAR","AR"
"ZYH7","AR"
"KB-68984","AR"
"LY-674","AR"
"LY-518674","AR"
"K-877","AR"
"CP-778875","AR"
"BMS-298585","AR"
"MURAGLITAZAR","AR"
"EMFIB","AR"
"GEMFIBROZIL","AR"
"CI-719","AR"
"Lopid","AR"
"GW590735","AR"
"PF-05089771","AR"
"CHEMBL4296","AR"
"AZD-3161","AR"
"Raxatrigine","AR"
"CNV1014802","AR"
"GSK1014802","AR"
"Vixotrigine","AR"
"XEN403","AR"
"RG-6029","AR"
"GDC-0310","AR"
"RG-7893","AR"
"GDC-0276","AR"
"Canakinumab","AR"
"ACZ-885","AR"
"ILARIS","AR"
"CHEMBL1909490","AR"
"CDP-484","AR"
"Interleukin-1 Trap","AR"
"IL-1 Trap","AR"
"Arcalyst","AR"
"RILONACEPT","AR"
"GEVOKIZUMAB","AR"
"XOMA-052","AR"
"JZP-4","AR"
"Elpetrigine","AR"
"CHEMBL5163","AR"
"CHEMBL1980","AR"
"Tambocor","AR"
"Flecainide Acetate","AR"
"B-436","AR"
"Prenylamine Lactate","AR"
"Prenylamine","AR"
"AZD7009","AR"
"AZD-1305","AR"
"CHEMBL4187","AR"
"ARRY-502","AR"
"CHEMBL5071","AR"
"NVP-QAW039","AR"
"QAW039","AR"
"Fevipiprant","AR"
"MK-1029","AR"
"ADC-3680B","AR"
"ADC3680","AR"
"AM-461","AR"
"MK-7246","AR"
"QAV-680","AR"
"NVP-QAV680","AR"
"AZD-1981","AR"
"Ro-5271983","AR"
"RG-7185","AR"
"OC-000459","AR"
"F-11356","AR"
"DONITRIPTAN","AR"
"Vidupiprant","AR"
"AMG-853","AR"
"Setipiprant","AR"
"ACT-129968","AR"
"KYTH-105","AR"
"AM-211","AR"
"ARBACLOFEN PLACARBIL","AR"
"XP19986","AR"
"CHEMBL2111463","AR"
"Arbaclofen","AR"
"STX209","AR"
"WY-3478","AR"
"XYREM","AR"
"Sodium oxybate","AR"
"KEMSTRO","AR"
"LIORESAL INTRATH","AR"
"BA-34,647","AR"
"Lioresal","AR"
"GABLOFEN","AR"
"Baclofen","AR"
"BACLOSPAS-10","AR"
"LYFLEX","AR"
"BA-34647","AR"
"CHEMBL4601","AR"
"CHEMBL5167","AR"
"CHEMBL3956","AR"
"PEGINESATIDE","AR"
"Hematide","AR"
"AF37702","AR"
"CHEMBL1817","AR"
"Omontys","AR"
"PEGINESATIDE ACETATE","AR"
"OMONTYS PRESERVATIVE FREE","AR"
"Binocrit","AR"
"EPO","AR"
"Epogen","AR"
"PROCRIT","AR"
"EPREX","AR"
"Epoetin Alfa","AR"
"Aranesp","AR"
"DARBEPOETIN ALFA","AR"
"Aranesp SureClick","AR"
"NESP","AR"
"Droloxifene","AR"
"FK-435","AR"
"K-21060E","AR"
"3-HYDROXYTAMOXIFEN","AR"
"K060E","AR"
"K-060","AR"
"E-Droloxifene","AR"
"CHEMBL2093866","AR"
"ALLYLOESTRENOL","AR"
"GESTANIN","AR"
"Allylestrenol","AR"
"CHF4227","AR"
"Osphena","AR"
"FC-1271","AR"
"FC-1271A","AR"
"OSPEMIFENE","AR"
"Arzoxifene","AR"
"CE-10","AR"
"SYNTHETIC CONJUGATED ESTROGENS, B","AR"
"ESTROGENS, CONJUGATED SYNTHETIC B","AR"
"ENJUVIA","AR"
"ICI-182780","AR"
"ZD-9238","AR"
"FASLODEX","AR"
"FULVESTRANT","AR"
"ICI 182,780","AR"
"Estrovis","AR"
"Quinestrol","AR"
"W 3566","AR"
"EM-652","AR"
"Acolbifene","AR"
"SCH57068","AR"
"FC-1157a","AR"
"TOREMIFENE CITRATE","AR"
"Fareston","AR"
"WAY-140424","AR"
"BAZEDOXIFENE ACETATE","AR"
"4-OHT","AR"
"TAMOGEL","AR"
"Afimoxifene","AR"
"STILPHOSTROL","AR"
"Fosfestrol","AR"
"Diethylstilbestrol Diphosphate","AR"
"ESTROGENS, CONJUGATED SYNTHETIC A","AR"
"SYNTHETIC CONJUGATED ESTROGENS A","AR"
"CENESTIN","AR"
"Premarin Cream","AR"
"OESTROGEN","AR"
"Premarin","AR"
"OESTROGENS CONJUGATED","AR"
"Estrogens, Conjugated","AR"
"Conjugated estrogens","AR"
"HM-101","AR"
"Fispemifene","AR"
"HM-101A","AR"
"FEMOGEN","AR"
"Estrogens, esterified","AR"
"EVEX","AR"
"Amnestrogen","AR"
"Esterified Estrogens","AR"
"Menest","AR"
"ESTRATAB","AR"
"Neoclym","AR"
"CYCLOFENIL","AR"
"REHIBIN","AR"
"ICI 48213","AR"
"F 6066","AR"
"SB-223030","AR"
"CB-7432","AR"
"IDOXIFENE","AR"
"MK-6913","AR"
"LY-2245461","AR"
"CB-625","AR"
"CB-189625","AR"
"CHEMBL6007","AR"
"GRC-17536","AR"
"Butamben","AR"
"Butesin","AR"
"BUTYL AMINOBENZOATE","AR"
"MENTHOL","AR"
"Muirs","AR"
"Aquasoothe","AR"
"Therapeutic Mineral Ice","AR"
"Arjun","AR"
"RACEMENTHOL","AR"
"FISHERMAN'S FRIEND LOZENGES","AR"
"KARVOL","AR"
"Aqua-Cool","AR"
"DL-Menthol","AR"
"TIXYLIX DECONGESTANT INH","AR"
"DERMACOOL","AR"
"MEGGEZONES","AR"
"CATARRH","AR"
"VOCALZONE","AR"
"Lockets","AR"
"HALLS","AR"
"ABBOTT-34842","AR"
"Butamben Picrate","AR"
"Pradigastat","AR"
"LCQ908-NXA","AR"
"CHEMBL6009","AR"
"Arzerra","AR"
"GSK1841157","AR"
"Ofatumumab","AR"
"HUMAX-CD20","AR"
"HUMAX-CD20 2F2","AR"
"HUMAX-CD20, 2F2","AR"
"2F2","AR"
"CHEMBL2058","AR"
"Ibritumomab tiuxetan","AR"
"BAY-86-5128","AR"
"YTTRIUM Y 90 IBRITUMOMAB TIUXETAN","AR"
"UBLITUXIMAB","AR"
"TG-1101","AR"
"IDEC-129","AR"
"IDEC-Y2B8 IDEC-129","AR"
"IDEC-IN2B8","AR"
"Zevalin Kit-Indium-111","AR"
"IDEC-Y2B8","AR"
"ZEVALIN","AR"
"LFB-R603","AR"
"Tositumomab (131I)","AR"
"Tositumomab 131i","AR"
"Tositumomab/iodine (131i) tositumomab","AR"
"Tositumomab I131","AR"
"BEXXAR","AR"
"FBT-A05","AR"
"Veltuzumab","AR"
"hA20","AR"
"IMMU-106","AR"
"OCARATUZUMAB","AR"
"LY-2469298","AR"
"AME-133V","AR"
"GA101","AR"
"RO 5072759","AR"
"RO 5072759 HUMAB<CD20>","AR"
"Gazyvaro","AR"
"Obinutuzumab","AR"
"R-7159","AR"
"Ro-5072759 HUMAB<CD20>","AR"
"RG-7159","AR"
"HUMAB<CD20>","AR"
"Afutuzumab","AR"
"HUMABCD20","AR"
"Ocrelizumab","AR"
"Ocrevus","AR"
"2H7","AR"
"RG-1594","AR"
"R-1594","AR"
"PR-070769","AR"
"TOSITUMOMAB","AR"
"IDEC-102","AR"
"Mabthera Rituxan","AR"
"Mabthera","AR"
"RITUXIMAB","AR"
"RITUXAN","AR"
"RG-105","AR"
"IDEC-C2B8","AR"
"R-105 IDEC-102","AR"
"Lesogaberan","AR"
"AZD-3355","AR"
"CHEMBL5034","AR"
"ENZASTAURIN","AR"
"LY-317615","AR"
"CHEMBL3045","AR"
"RUBOXISTAURIN","AR"
"LY-333531","AR"
"Arxxant","AR"
"CHEMBL1075319","AR"
"D-3263","AR"
"CHEMBL4895","AR"
"HY-15150","AR"
"QC-11751","AR"
"BGB-324","AR"
"KB-80319","AR"
"SYN-1131","AR"
"W-5845","AR"
"R-428","AR"
"CS-1046","AR"
"Anturan","AR"
"Sulfinpyrazone","AR"
"Anturane","AR"
"Sulphinpyrazone","AR"
"CHEMBL6120","AR"
"Pratosartan","AR"
"DA-727","AR"
"KT-3671","AR"
"M-102","AR"
"CB-102","AR"
"Arhalofenate","AR"
"MBX-102","AR"
"JNJ-39659100","AR"
"Benzbromarone","AR"
"NARCARICIN MITE","AR"
"Desuric","AR"
"BENZBROMARON","AR"
"MJ 10061","AR"
"L-2214","AR"
"RDEA594","AR"
"Zurampic","AR"
"Lesinurad","AR"
"Benfluorex","AR"
"CHEMBL2782","AR"
"IMMU-130","AR"
"Labetuzumab govitecan","AR"
"CHEMBL3712881","AR"
"HMN-14","AR"
"CEA-Cide","AR"
"LABETUZUMAB","AR"
"90Y-CT84.66","AR"
"MEDI-565","AR"
"COL-1","AR"
"T84.66","AR"
"Labetuzumab 90Y","AR"
"CEA-SCAN","AR"
"Arcitumomab","AR"
"IMMU-4","AR"
"PCI-32765","AR"
"PCI-32765-00","AR"
"CRA-032765","AR"
"Imbruvica","AR"
"IBRUTINIB","AR"
"CHEMBL5251","AR"
"Calquence","AR"
"ACP-196","AR"
"Acalabrutinib","AR"
"MSC-2364447","AR"
"Spebrutinib","AR"
"SPEBRUTINIB BESYLATE","AR"
"AVL-292","AR"
"CC-292","AR"
"ONO-4059","AR"
"HM-71224","AR"
"RAZADYNE","AR"
"GALANTAMINE HYDROBROMIDE","AR"
"RAZADYNE ER","AR"
"CHEMBL220","AR"
"PYRIDOSTIGMINE BROMIDE","AR"
"Regonal","AR"
"Mestinon Ret","AR"
"REGONOL","AR"
"Mestinon 10","AR"
"MESTINON","AR"
"Kalymin","AR"
"Ecothiopate Iodide","AR"
"ECOSTIGMINE IODIDE","AR"
"PHOSPHOLINE IODIDE","AR"
"Echothiophate Iodide","AR"
"Pralidoxime chloride","AR"
"Duodote","AR"
"2-PAM","AR"
"Protopam","AR"
"Protopam Chloride","AR"
"Contrathion","AR"
"PRALIDOXIME","AR"
"2-PAM Chloride","AR"
"MYTELASE","AR"
"Ambenonium Chloride","AR"
"ISOFLUROPHATE","AR"
"Dyflos","AR"
"Floropryl","AR"
"FLUOSTIGMINE","AR"
"Robinul-Neostig","AR"
"PROSTIGMINE","AR"
"Bloxiverz","AR"
"Neostigmine metilsulfate","AR"
"NEOSTIGMINE METHYLSULFATE","AR"
"Cantor","AR"
"CB-30038","AR"
"AGR-1240","AR"
"Minaprine","AR"
"Brantur","AR"
"Hexafluronium Bromide","AR"
"Mylaxen","AR"
"HEXAFLUORENIUM BROMIDE","AR"
"Hexaflurone Bromide","AR"
"DEMEKASTIGMINE BROMIDE","AR"
"Tosmilen","AR"
"Humorsol","AR"
"Demecarium Bromide","AR"
"Minaprine HCl","AR"
"MINAPRINE HYDROCHLORIDE","AR"
"30038CB","AR"
"ARICEPT EVESS","AR"
"Donepezil HCl","AR"
"E-2020","AR"
"Aricept Odt","AR"
"DONEPEZIL HYDROCHLORIDE","AR"
"Aricept","AR"
"BNAG","AR"
"BAYER 1420","AR"
"EPONTOL","AR"
"WH-5668","AR"
"FBA 1420","AR"
"PROPANIDID","AR"
"TH-2180","AR"
"Echothiophate","AR"
"Ecothiopate","AR"
"TENSILON PRESERVATIVE FREE","AR"
"Reversol","AR"
"ENLON","AR"
"EDROPHONE CHLORIDE","AR"
"Tensilon","AR"
"Camsilon","AR"
"EDROPHONIUM CHLORIDE PRESERVATIVE FREE","AR"
"Edrophonium Chloride","AR"
"GSK-2256098","AR"
"CHEMBL2695","AR"
"PF-562271","AR"
"PF-00562271","AR"
"VS-4718","AR"
"BI-853520","AR"
"Defactinib","AR"
"PF-04554878","AR"
"VS-6063","AR"
"CEP-37440","AR"
"S-3013","AR"
"LY333013","AR"
"Varespladib Methyl","AR"
"A-002","AR"
"CHEMBL4323","AR"
"HMR-1726","AR"
"Aubagio","AR"
"Teriflunomide","AR"
"CHEMBL1966","AR"
"Leflunomide","AR"
"Arava","AR"
"Sulol","AR"
"HWA-486","AR"
"SU-101","AR"
"CHEMBL2208","AR"
"Telimomab aritox","AR"
"T101","AR"
"CHEMBL3712888","AR"
"Zolimomab aritox","AR"
"ORTHOZYME CD5 PLUS","AR"
"H65-RTA","AR"
"ZX-CD5","AR"
"F 1983","AR"
"PYROVALERONE HYDROCHLORIDE","AR"
"Pyrovalerone HCl","AR"
"CHEMBL2096990","AR"
"Pritumumab","AR"
"CHEMBL3712854","AR"
"CHEMBL2363074","AR"
"ABT-348, A-968660","AR"
"Ilorasertib","AR"
"A-968660","AR"
"ABT-348","AR"
"XL-228","AR"
"BMS-354825","AR"
"SPRYCEL","AR"
"BMS-354825-03","AR"
"Dasatinib","AR"
"Pemtumomab","AR"
"Theragyn","AR"
"RG-1549","AR"
"CHEMBL3580494","AR"
"HuPAM4","AR"
"SB-408075","AR"
"HUC242-DM1","AR"
"Cantuzumab mertansine","AR"
"EPITUMOMAB","AR"
"AR-20.5","AR"
"HCTMO1-CALICHEAMICIN","AR"
"CMB-401","AR"
"humanized IgG1 monoclonal antibody HMFG-1","AR"
"MOAB HuHMFG1","AR"
"Therex","AR"
"humanized human milk fat globule-1 monoclonal antibody","AR"
"humanized IgG1 monoclonal antibody","AR"
"AS1402","AR"
"HuHMFG1","AR"
"R1550","AR"
"Epitumomab Cituxetan","AR"
"AS-1403","AR"
"THERAFAB","AR"
"Sontuzumab","AR"
"SAR-566658","AR"
"huDS6-DM4","AR"
"huC242-DM4","AR"
"CANTUZUMAB RAVTANSINE","AR"
"IMGN242","AR"
"REGN-421","AR"
"Enoticumab","AR"
"CHEMBL3712916","AR"
"OMP-21M18","AR"
"Demcizumab","AR"
"Myfenax","AR"
"Mycophenolate mofetil","AR"
"CELLCEPT","AR"
"Arzip","AR"
"RS-61443","AR"
"CHEMBL2111369","AR"
"Mycophenolate Mofetil HCl","AR"
"MYCOPHENOLATE MOFETIL HYDROCHLORIDE","AR"
"RS-61443-190","AR"
"Thioguanine","AR"
"Lanvis","AR"
"Tioguanine","AR"
"Tabloid","AR"
"RS-61443 [as mofetil]","AR"
"MYCOPHENOLIC ACID","AR"
"MYFORTIC","AR"
"68618","AR"
"OXIPROGESTERONE CAPROATE","AR"
"MAKENA PRESERVATIVE FREE","AR"
"HYDROXYPROGESTERONE CAPROATE","AR"
"HYDROXYPROGESTERONE","AR"
"DELALUTIN","AR"
"Proluton Depot","AR"
"MAKENA","AR"
"CHEMBL208","AR"
"Desogestrel","AR"
"Nacrez","AR"
"ORG 2969","AR"
"ZELLETA","AR"
"Desomono","AR"
"Aizea","AR"
"Cerelle","AR"
"Feanolla","AR"
"CERAZETTE","AR"
"Esmya","AR"
"Ulipristal acetate","AR"
"ULIPRISTAL ACET","AR"
"ella","AR"
"Ellaone","AR"
"VA2914","AR"
"Ulipristal acetate ","AR"
"CDB-2914","AR"
"MEDROXYPROGESTERONE","AR"
"SAYANA PRESS","AR"
"Farlutal 500","AR"
"Cycrin","AR"
"CLIMANOR","AR"
"FARLUTAL 250","AR"
"FARLUTAL 100","AR"
"Depo-Progevera","AR"
"FARLUTAL 200","AR"
"DEPO-SUBQ PROVERA 104","AR"
"Adgyn Medro","AR"
"Farlutal","AR"
"Depo-Provera","AR"
"Medroxiprogesterone Acetate","AR"
"Provera","AR"
"Prempro","AR"
"DEPO-PROVERA ONCOLOGY","AR"
"Medroxyprogesterone acetate","AR"
"AMEN","AR"
"Curretab","AR"
"Lunelle","AR"
"J867","AR"
"ASOPRISNIL","AR"
"BAY86-5294","AR"
"ONAPRISTONE","AR"
"ZK-299","AR"
"ZK-98299","AR"
"NEXPLANON","AR"
"Etonogestrel","AR"
"ORG-3236","AR"
"Implanon","AR"
"ORTHO EVRA","AR"
"Norelgestromin","AR"
"RWJ-10553","AR"
"EVRA","AR"
"Gynorest","AR"
"ISOPREGNENONE","AR"
"Duphaston","AR"
"DUPHASTON-HRT","AR"
"DYDROGESTERONE","AR"
"ETYNODIOL ACETATE","AR"
"ETYNODIOL DIACETATE","AR"
"Ethynodiol Diacetate","AR"
"Femulen","AR"
"ETYNODIOL","AR"
"SC 11800","AR"
"JADELLE","AR"
"Levonelle","AR"
"Levonorgestrel","AR"
"Skyla","AR"
"Emerres","AR"
"Upostelle","AR"
"Mirena","AR"
"Norplant","AR"
"OPCICON ONE-STEP","AR"
"Athentia next","AR"
"EMERRES UNA","AR"
"Levonelle-2","AR"
"MICROVAL","AR"
"EZINELLE","AR"
"Levosert","AR"
"Liletta","AR"
"Isteranda","AR"
"HER STYLE","AR"
"Norgeston","AR"
"Ovrette","AR"
"WY-5104","AR"
"Plan B","AR"
"POSTINOR-2","AR"
"PLAN B ONE-STEP","AR"
"Norplant system","AR"
"Kyleena","AR"
"Fallback solo","AR"
"Jaydess","AR"
"Levonelle One Step","AR"
"Norplant Ii","AR"
"PRA-027","AR"
"WAY-257027","AR"
"PF-05019702","AR"
"BDH-1298","AR"
"MEGACE ES","AR"
"SC 10363","AR"
"Megestrol Acetate","AR"
"MEGACE","AR"
"5071","AR"
"MEGESTROL","AR"
"Ovaban","AR"
"NORETYNODREL","AR"
"SC-4642","AR"
"Norethynodrel","AR"
"Angeliq","AR"
"ZK 30595","AR"
"Drospirenone","AR"
"ZK-230211","AR"
"Lonaprisan","AR"
"BAY86-5044","AR"
"ULIPRISTAL","AR"
"Uliprisnil","AR"
"Jencycla","AR"
"Camila","AR"
"Noriday","AR"
"PRIMOLUT N","AR"
"NORETHIDRONE","AR"
"Micronor","AR"
"Incassia","AR"
"Menzol","AR"
"Heather","AR"
"Micronor HRT","AR"
"NORETHINDRONE","AR"
"NORLUTIN","AR"
"ERRIN","AR"
"AYGESTIN","AR"
"Combipatch","AR"
"Utovlan","AR"
"Nor-Qd","AR"
"Norlutate","AR"
"Activella","AR"
"Norethisterone","AR"
"Femhrt","AR"
"Chlormadinone acetate","AR"
"CHLORMADINONE","AR"
"Progestasert","AR"
"ENDOMETRIN","AR"
"Prochieve","AR"
"Utrogestan","AR"
"Progesterone","AR"
"Syngestrone","AR"
"Progesta-Care","AR"
"PROMETRIUM","AR"
"Gesterol","AR"
"SERENITY FOR WOMEN","AR"
"Lutigest","AR"
"Progestin","AR"
"Regumate","AR"
"Crinone","AR"
"Cyclogest","AR"
"RWJ 10131","AR"
"ORF 10131","AR"
"Norgestimate","AR"
"DEXNORGESTREL ACETIME","AR"
"Tri-Previfem","AR"
"OPILL","AR"
"NORGESTREL","AR"
"Prefest","AR"
"WY-3707","AR"
"Sprintec","AR"
"Previfem","AR"
"Tri-Sprintec","AR"
"RU 44675","AR"
"Telapristone Acetate","AR"
"CDB-4124","AR"
"Progenta","AR"
"Proellextm","AR"
"Proellex","AR"
"NORETHIDRONE ACETATE","AR"
"Norethindrone acetate","AR"
"CHEMBL4342","AR"
"ABT-888","AR"
"VELIPARIB","AR"
"CHEMBL3390820","AR"
"OLAPARIB","AR"
"AZD2281","AR"
"LYNPARZA","AR"
"ZEJULA","AR"
"NIRAPARIB TOSYLATE","AR"
"RUBRACA","AR"
"PF-1367338-BW","AR"
"RUCAPARIB CAMSYLATE","AR"
"CO-338","AR"
"RUCAPARIB","AR"
"AG-14447","AR"
"AG-014699","AR"
"Zyprexa Relprevv","AR"
"Olanzapine Pamoate","AR"
"CHEMBL225","AR"
"Ro-40403","AR"
"CHLORPROTHIXENE","AR"
"N-714","AR"
"Taractan","AR"
"Truxal","AR"
"MELLERIL","AR"
"Rideril","AR"
"THIORIDAZINE","AR"
"MELLARIL-S","AR"
"Mellaril","AR"
"TP-21","AR"
"Risperdal Quicklet","AR"
"Risperdal","AR"
"RISPERDAL CONSTA","AR"
"R-64-766","AR"
"RISPERIDONE","AR"
"Risperdal M-Tab","AR"
"Risperdal Consta Long Acting","AR"
"Risperdal M","AR"
"R-64766","AR"
"R 64 766","AR"
"Thioridazine Hydrochloride Intensol","AR"
"Thioridazine HCl","AR"
"THIORIDAZINE HYDROCHLORIDE","AR"
"LOXITANE C","AR"
"Loxapine HCl","AR"
"Loxapine hydrochloride","AR"
"LOXITANE IM","AR"
"OLEPTRO","AR"
"TRIALODINE","AR"
"Molipaxin","AR"
"Molipaxin CR","AR"
"AF-1161","AR"
"Desyrel","AR"
"TRAZODONE HYDROCHLORIDE","AR"
"Trazodone HCl","AR"
"LORCASERIN HYDROCHLORIDE","AR"
"APD356","AR"
"BELVIQ","AR"
"Belviq XR","AR"
"Lorcaserin HCl","AR"
"Fenfluramine HCl","AR"
"Ponderax Pacaps","AR"
"PONDERAX","AR"
"AHR-3002","AR"
"PONDIMIN","AR"
"FENFLURAMINE HYDROCHLORIDE","AR"
"ESMIRTAZAPINE MALEATE","AR"
"ORG 50081","AR"
"Vabicaserin HCl","AR"
"VABICASERIN HYDROCHLORIDE","AR"
"SCA-136","AR"
"TRIFLUOPERAZINE HYDROCHLORIDE","AR"
"Trifluoperazine Maleate","AR"
"Trifluoperazine Dihydrochloride","AR"
"Stelazine","AR"
"Trifluoperazine HCl","AR"
"Ziprasidone HCl","AR"
"CP-880591","AR"
"CP-88,059-1","AR"
"ZIPRASIDONE HYDROCHLORIDE","AR"
"ZELDOX","AR"
"Geodon","AR"
"Agomelatine","AR"
"VALDOXAN","AR"
"Quetiapine Fumarate","AR"
"Seroquel Xr","AR"
"ZM-204636","AR"
"ZD-5077","AR"
"ICI-204636","AR"
"ICI 204,636","AR"
"Seroquel","AR"
"ZM 204,636","AR"
"SUM 3170","AR"
"Loxitane-C Oral Suspension [as hydrochloride]","AR"
"CL-62362","AR"
"Loxitane","AR"
"Loxapine","AR"
"Loxitane Intramuscular [as hydrochloride]","AR"
"Adasuve","AR"
"CL 62,362","AR"
"Loxapac","AR"
"CP-88,059-27","AR"
"CP-8805927","AR"
"ZIPRASIDONE MESYLATE","AR"
"ORG-3770","AR"
"Zispin","AR"
"Remeron","AR"
"REMERON SOLTAB","AR"
"Mirtazapine","AR"
"CL 71563","AR"
"LOXAPINE SUCCINATE","AR"
"TEDATIOXETINE","AR"
"Lu AA24530","AR"
"PROKETAZINE","AR"
"Carphenazine Maleate","AR"
"CARPHENAZINE","AR"
"WY-2445","AR"
"SURMONTIL","AR"
"Trimipramine Maleate","AR"
"SJ-1977","AR"
"Metixen","AR"
"METIXENE HYDROCHLORIDE","AR"
"Tremarit","AR"
"Tremaril","AR"
"Tremonil","AR"
"Metixene HCl","AR"
"Methixene HCl","AR"
"METHIXENE HYDROCHLORIDE","AR"
"Trest","AR"
"Flexeril","AR"
"MK-130 [As The Base]","AR"
"Amrix","AR"
"Cyclobenzaprine HCl","AR"
"CYCLOBENZAPRINE HYDROCHLORIDE","AR"
"MK-130","AR"
"ZYPREXA","AR"
"LY-170053","AR"
"ARKOLAMYL","AR"
"OLANZAPINE","AR"
"Zalasta","AR"
"Zyprexa Zydis","AR"
"NEFAZODONE HYDROCHLORIDE","AR"
"BMY-13754","AR"
"Serzone","AR"
"MJ-13754-1","AR"
"Nefazodone HCl","AR"
"Dutonin","AR"
"MJ 13,754-1","AR"
"Betazole HCl","AR"
"Betazolium Chloride","AR"
"HISTALOG","AR"
"BETAZOLE HYDROCHLORIDE","AR"
"AMETAZOLE","AR"
"CHEMBL1941","AR"
"GR-122311X","AR"
"Pylorid","AR"
"Ranitidine Bismuth Citrate","AR"
"RANITIDINE BISMUTREX","AR"
"Tritec","AR"
"BENZAZOLINE HYDROCHLORIDE","AR"
"PRISCOL","AR"
"Priscoline","AR"
"TCMDC-125842","AR"
"TOLAZOLINE HYDROCHLORIDE","AR"
"Benzidazol","AR"
"Benzazoline HCl","AR"
"Tolazoline HCl","AR"
"PEPCID RPD","AR"
"PEPCID AC","AR"
"Pepcid","AR"
"Pepcid preservative free","AR"
"FLUXID","AR"
"Famotidine preservative free","AR"
"Famotidine","AR"
"MK-208","AR"
"TAGAMET 100","AR"
"TAGAMET","AR"
"ACID-EZE","AR"
"PEPTIMAX 800","AR"
"Tagamet HB","AR"
"Valmagen","AR"
"PEPTIMAX 200","AR"
"Zita","AR"
"Kentamet","AR"
"PEPTIMAX 400","AR"
"Acitak 400","AR"
"Acitak 200","AR"
"Brumetadina","AR"
"GALENAMET","AR"
"TAGADINE","AR"
"Tagamet HB 200","AR"
"Cimetidine","AR"
"Dyspamet","AR"
"ULTEC","AR"
"ACITAK 800","AR"
"NIZATIDINE","AR"
"ZINGA 150","AR"
"Zinga 300","AR"
"Axid","AR"
"AXID AR","AR"
"BANTHINE","AR"
"Methantheline Bromide","AR"
"Methanthelinium Bromide","AR"
"Dixamone Bromide","AR"
"EBROTIDINE","AR"
"CIMETIDINE HYDROCHLORIDE","AR"
"Cimetidine HCl","AR"
"ZAEDOC 300","AR"
"Raciran 300","AR"
"RANITIC","AR"
"ZAEDOC 150","AR"
"Raniplex","AR"
"Vivatak","AR"
"ZANTAC 75 RELIEF DISSOLVE","AR"
"ZANTAC 150","AR"
"Zantac 300","AR"
"GAVILAST","AR"
"AH 19065","AR"
"HISTAC","AR"
"RACIRAN 150","AR"
"Ranitidine HCl","AR"
"ZANTAC 75 RELIEF","AR"
"Zantac 75 Dissolve","AR"
"Azantac","AR"
"Dumoran","AR"
"RANITIDINE HYDROCHLORIDE","AR"
"Zantac 25","AR"
"Ranicalm","AR"
"ZANTAC 75","AR"
"GAVILAST-P","AR"
"RANZAC","AR"
"ZANTAC","AR"
"Ranitil","AR"
"RANTEC","AR"
"Muparfostat","AR"
"PI-88","AR"
"CHEMBL3107","AR"
"Adrenor","AR"
"Noradrenaline","AR"
"Noradrenaline Bitartrate","AR"
"Levophed","AR"
"Levarterenol Bitartrate","AR"
"Norepinephrine HCl","AR"
"NOREPINEPHRINE","AR"
"Norepinephrine Bitartrate","AR"
"Aktamin","AR"
"NOREPINEPHRINE HYDROCHLORIDE","AR"
"CHEMBL2331074","AR"
"HYDROXYAMPHETAMINE HYDROBROMIDE","AR"
"Paredrine","AR"
"Oxamphetamine Hydrobromide","AR"
"HYROXYAMFETAMINE HYDROBROMIDE","AR"
"Dipivefrin HCl","AR"
"Akpro","AR"
"DIPIVEFRINE HYDROCHLORIDE","AR"
"DIPIVEFRIN HYDROCHLORIDE","AR"
"Propine","AR"
"LABETALOL HYDROCHLORIDE","AR"
