"Drug","Gene","Disease"
"Maxitram SR","RGS4","SCHIZOPHRENIA"
"Tramquel SR","RGS4","SCHIZOPHRENIA"
"Rybix Odt","RGS4","SCHIZOPHRENIA"
"U-26,225A","RGS4","SCHIZOPHRENIA"
"RAPIFEN","RGS4","SCHIZOPHRENIA"
"RAPIFEN DILUTE","RGS4","SCHIZOPHRENIA"
"Alfenta","RGS4","SCHIZOPHRENIA"
"RAPIFEN INTENSIVE CARE","RGS4","SCHIZOPHRENIA"
"ALFENTANIL HYDROCHLORIDE","RGS4","SCHIZOPHRENIA"
"Alfentanil HCl","RGS4","SCHIZOPHRENIA"
"R 39,209","RGS4","SCHIZOPHRENIA"
"Rapifen Conc","RGS4","SCHIZOPHRENIA"
"Fentanyl-25","RGS4","SCHIZOPHRENIA"
"Ionsys","RGS4","SCHIZOPHRENIA"
"Osmach","RGS4","SCHIZOPHRENIA"
"BREAKYL","RGS4","SCHIZOPHRENIA"
"Durogesic DTrans","RGS4","SCHIZOPHRENIA"
"Opiodur","RGS4","SCHIZOPHRENIA"
"SUBSYS","RGS4","SCHIZOPHRENIA"
"FENTANYL-12","RGS4","SCHIZOPHRENIA"
"Fentanyl-37","RGS4","SCHIZOPHRENIA"
"PECFENT","RGS4","SCHIZOPHRENIA"
"Anileridine phosphate","RGS4","SCHIZOPHRENIA"
"Propoxyphene HCl","RGS4","SCHIZOPHRENIA"
"KESSO-GESIC","RGS4","SCHIZOPHRENIA"
"DOLOXENE","RGS4","SCHIZOPHRENIA"
"Darvon","RGS4","SCHIZOPHRENIA"
"DEXTROPROPOXIPHENE CHLORIDE","RGS4","SCHIZOPHRENIA"
"Propoxyphene Hydrochloride 65","RGS4","SCHIZOPHRENIA"
"Dolene","RGS4","SCHIZOPHRENIA"
"DEXTROPROPOXYPHENE","RGS4","SCHIZOPHRENIA"
"PROPHENE 65","RGS4","SCHIZOPHRENIA"
"DEXTRO PROPOXYPHENE HYDROCHLORIDE","RGS4","SCHIZOPHRENIA"
"Dextro Propoxyphene HCl","RGS4","SCHIZOPHRENIA"
"PROPOXYPHENE HYDROCHLORIDE","RGS4","SCHIZOPHRENIA"
"Drocode","RGS4","SCHIZOPHRENIA"
"DF-118","RGS4","SCHIZOPHRENIA"
"DIHYDRONEOPINE","RGS4","SCHIZOPHRENIA"
"DIHYDROCODEINE BITARTRATE","RGS4","SCHIZOPHRENIA"
"DIHYDROCODEINE PHOSPHATE","RGS4","SCHIZOPHRENIA"
"AXELOPRAN","RGS4","SCHIZOPHRENIA"
"TD-1211","RGS4","SCHIZOPHRENIA"
"DARVON-N","RGS4","SCHIZOPHRENIA"
"PROPOXYPHENE NAPSYLATE","RGS4","SCHIZOPHRENIA"
"Oxycodone terephthalate","RGS4","SCHIZOPHRENIA"
"METHAROSE","RGS4","SCHIZOPHRENIA"
"Synastone","RGS4","SCHIZOPHRENIA"
"METHADOSE","RGS4","SCHIZOPHRENIA"
"Pinadone","RGS4","SCHIZOPHRENIA"
"EPTADONE","RGS4","SCHIZOPHRENIA"
"METHADONIUM CHLORIDE","RGS4","SCHIZOPHRENIA"
"PHYSEPTONE","RGS4","SCHIZOPHRENIA"
"METHEX","RGS4","SCHIZOPHRENIA"
"METHADONE HYDROCHLORIDE INTENSOL","RGS4","SCHIZOPHRENIA"
"Methadone HCl","RGS4","SCHIZOPHRENIA"
"DOLOPHINE HYDROCHLORIDE","RGS4","SCHIZOPHRENIA"
"WESTADONE","RGS4","SCHIZOPHRENIA"
"Martindale","RGS4","SCHIZOPHRENIA"
"METHADONE HYDROCHLORIDE","RGS4","SCHIZOPHRENIA"
"Dolophine HCl","RGS4","SCHIZOPHRENIA"
"GI 87084B","RGS4","SCHIZOPHRENIA"
"REMIFENTANIL HYDROCHLORIDE","RGS4","SCHIZOPHRENIA"
"Remifentanil HCl","RGS4","SCHIZOPHRENIA"
"DIPHENOXYLATE HYDROCHLORIDE","RGS4","SCHIZOPHRENIA"
"Diphenoxylate HCl","RGS4","SCHIZOPHRENIA"
"Entereg","RGS4","SCHIZOPHRENIA"
"Alvimopan","RGS4","SCHIZOPHRENIA"
"ADL 8-2698","RGS4","SCHIZOPHRENIA"
"CAREXIL","RGS4","SCHIZOPHRENIA"
"OXAYDO","RGS4","SCHIZOPHRENIA"
"Lynlor","RGS4","SCHIZOPHRENIA"
"Shortec","RGS4","SCHIZOPHRENIA"
"OXYCONTIN","RGS4","SCHIZOPHRENIA"
"ROXYBOND","RGS4","SCHIZOPHRENIA"
"OXYNORM","RGS4","SCHIZOPHRENIA"
"Zomestine","RGS4","SCHIZOPHRENIA"
"Leveraxo","RGS4","SCHIZOPHRENIA"
"Oxecta","RGS4","SCHIZOPHRENIA"
"Reltebon","RGS4","SCHIZOPHRENIA"
"CANDOX","RGS4","SCHIZOPHRENIA"
"LONGTEC","RGS4","SCHIZOPHRENIA"
"OXELTRA","RGS4","SCHIZOPHRENIA"
"OXYCODONE HYDROCHLORIDE","RGS4","SCHIZOPHRENIA"
"Oxylan","RGS4","SCHIZOPHRENIA"
"ROXICODONE","RGS4","SCHIZOPHRENIA"
"ABTARD","RGS4","SCHIZOPHRENIA"
"Dolocodon PR","RGS4","SCHIZOPHRENIA"
"Oxycodone HCl","RGS4","SCHIZOPHRENIA"
"FENTANYL HYDROCHLORIDE","RGS4","SCHIZOPHRENIA"
"Fentanyl HCl","RGS4","SCHIZOPHRENIA"
"OLICERIDINE","RGS4","SCHIZOPHRENIA"
"TRV-130","RGS4","SCHIZOPHRENIA"
"JNJ-27018966","RGS4","SCHIZOPHRENIA"
"Viberzi","RGS4","SCHIZOPHRENIA"
"ELUXADOLINE","RGS4","SCHIZOPHRENIA"
"Sevodyne","RGS4","SCHIZOPHRENIA"
"TRANSTEC","RGS4","SCHIZOPHRENIA"
"BUTRANS","RGS4","SCHIZOPHRENIA"
"SUBLOCADE","RGS4","SCHIZOPHRENIA"
"Reletrans","RGS4","SCHIZOPHRENIA"
"TEMGESIC","RGS4","SCHIZOPHRENIA"
"HAPOCTASIN","RGS4","SCHIZOPHRENIA"
"Prenotrix","RGS4","SCHIZOPHRENIA"
"Tephine","RGS4","SCHIZOPHRENIA"
"Butec","RGS4","SCHIZOPHRENIA"
"PANITAZ","RGS4","SCHIZOPHRENIA"
"BUPEAZE","RGS4","SCHIZOPHRENIA"
"BUPLAST","RGS4","SCHIZOPHRENIA"
"WY-16225","RGS4","SCHIZOPHRENIA"
"Dalgan","RGS4","SCHIZOPHRENIA"
"Dezocine","RGS4","SCHIZOPHRENIA"
"WY-16,225","RGS4","SCHIZOPHRENIA"
"Lazanda","RGS4","SCHIZOPHRENIA"
"Thalamonal","RGS4","SCHIZOPHRENIA"
"Sublimaze Preservative Free","RGS4","SCHIZOPHRENIA"
"FENTANYL CITRATE","RGS4","SCHIZOPHRENIA"
"Onsolis","RGS4","SCHIZOPHRENIA"
"MCN-JR-4263-49","RGS4","SCHIZOPHRENIA"
"FENTANYL CITRATE PRESERVATIVE FREE","RGS4","SCHIZOPHRENIA"
"R-4263","RGS4","SCHIZOPHRENIA"
"IMODIUM","RGS4","SCHIZOPHRENIA"
"Diah-Limit","RGS4","SCHIZOPHRENIA"
"Diaquitte","RGS4","SCHIZOPHRENIA"
"IMODIUM LIQUICAPS","RGS4","SCHIZOPHRENIA"
"Normaloe","RGS4","SCHIZOPHRENIA"
"Diareze","RGS4","SCHIZOPHRENIA"
"Gppe Pack","RGS4","SCHIZOPHRENIA"
"Imodium A-D Ez Chews","RGS4","SCHIZOPHRENIA"
"R-18553","RGS4","SCHIZOPHRENIA"
"DIARRHOEA RELIEF","RGS4","SCHIZOPHRENIA"
"Loperamide HCl","RGS4","SCHIZOPHRENIA"
"ENTROCALM","RGS4","SCHIZOPHRENIA"
"DIASORB","RGS4","SCHIZOPHRENIA"
"Imodium Classic","RGS4","SCHIZOPHRENIA"
"Diocalm","RGS4","SCHIZOPHRENIA"
"LOPERAMIDE HYDROCHLORIDE","RGS4","SCHIZOPHRENIA"
"R 18,553","RGS4","SCHIZOPHRENIA"
"Imodium A-D","RGS4","SCHIZOPHRENIA"
"ARRET","RGS4","SCHIZOPHRENIA"
"Loperagen","RGS4","SCHIZOPHRENIA"
"Imodium IBS Relief","RGS4","SCHIZOPHRENIA"
"Imodium Instant Melts","RGS4","SCHIZOPHRENIA"
"Imodium Advanced","RGS4","SCHIZOPHRENIA"
"Lodiar","RGS4","SCHIZOPHRENIA"
"IMODIUM INSTANTS","RGS4","SCHIZOPHRENIA"
"NORIMODE","RGS4","SCHIZOPHRENIA"
"DIORALEZE","RGS4","SCHIZOPHRENIA"
"Diocaps","RGS4","SCHIZOPHRENIA"
"GRT0151Y","RGS4","SCHIZOPHRENIA"
"BN110 BASE","RGS4","SCHIZOPHRENIA"
"EN-3324","RGS4","SCHIZOPHRENIA"
"Axomadol","RGS4","SCHIZOPHRENIA"
"GRT151 Base","RGS4","SCHIZOPHRENIA"
"MRZ 2663BR","RGS4","SCHIZOPHRENIA"
"Relistor","RGS4","SCHIZOPHRENIA"
"Methylnaltrexone bromide","RGS4","SCHIZOPHRENIA"
"DIFENOXIN HYDROCHLORIDE","RGS4","SCHIZOPHRENIA"
"Difenoxin HCl","RGS4","SCHIZOPHRENIA"
"NALDEMEDINE","RGS4","SCHIZOPHRENIA"
"S-297995","RGS4","SCHIZOPHRENIA"
"Methylsamidorphan","RGS4","SCHIZOPHRENIA"
"RDC-1036","RGS4","SCHIZOPHRENIA"
"ALKS 37","RGS4","SCHIZOPHRENIA"
"RDC-103600","RGS4","SCHIZOPHRENIA"
"TAK-363","RGS4","SCHIZOPHRENIA"
"Naltalimide","RGS4","SCHIZOPHRENIA"
"TRK-130","RGS4","SCHIZOPHRENIA"
"Oxicone","RGS4","SCHIZOPHRENIA"
"PROLADONE","RGS4","SCHIZOPHRENIA"
"Xtampza ER","RGS4","SCHIZOPHRENIA"
"ALKS-33","RGS4","SCHIZOPHRENIA"
"RDC-0313-00","RGS4","SCHIZOPHRENIA"
"Dilaudid-Hp","RGS4","SCHIZOPHRENIA"
"Exalgo","RGS4","SCHIZOPHRENIA"
"PALLADONE","RGS4","SCHIZOPHRENIA"
"Dihydromorphinone HCl","RGS4","SCHIZOPHRENIA"
"DILAUDID","RGS4","SCHIZOPHRENIA"
"HYDROMORPHONE HYDROCHLORIDE","RGS4","SCHIZOPHRENIA"
"Hydromorphone HCl","RGS4","SCHIZOPHRENIA"
"DIHYDROMORPHINONE HYDROCHLORIDE","RGS4","SCHIZOPHRENIA"
"PALLADONE-SR","RGS4","SCHIZOPHRENIA"
"Levorphanol Tartrate","RGS4","SCHIZOPHRENIA"
"Dromoran","RGS4","SCHIZOPHRENIA"
"LEVO-DROMORAN","RGS4","SCHIZOPHRENIA"
"BUTORPHANOL TARTRATE","RGS4","SCHIZOPHRENIA"
"LEVO-BC-2627 Tartrate","RGS4","SCHIZOPHRENIA"
"STADOL PRESERVATIVE FREE","RGS4","SCHIZOPHRENIA"
"STADOL","RGS4","SCHIZOPHRENIA"
"Torbutrol","RGS4","SCHIZOPHRENIA"
"BUTORPHANOL TARTRATE PRESERVATIVE FREE","RGS4","SCHIZOPHRENIA"
"Stadol NS","RGS4","SCHIZOPHRENIA"
"Torbugesic","RGS4","SCHIZOPHRENIA"
"Naldemedine Tosylate","RGS4","SCHIZOPHRENIA"
"SYMPROIC","RGS4","SCHIZOPHRENIA"
"3-Methylfentanyl","RGS4","SCHIZOPHRENIA"
"3-Methylthiofentanyl","RGS4","SCHIZOPHRENIA"
"Anileridine","RGS4","SCHIZOPHRENIA"
"Butorphanol","RGS4","SCHIZOPHRENIA"
"Carfentanil","RGS4","SCHIZOPHRENIA"
"Codeine","RGS4","SCHIZOPHRENIA"
"Diamorphine","RGS4","SCHIZOPHRENIA"
"Dihydromorphine","RGS4","SCHIZOPHRENIA"
"Dimethylthiambutene","RGS4","SCHIZOPHRENIA"
"Diphenoxylate","RGS4","SCHIZOPHRENIA"
"Diprenorphine","RGS4","SCHIZOPHRENIA"
"Ethylmorphine","RGS4","SCHIZOPHRENIA"
"Hydrocodone","RGS4","SCHIZOPHRENIA"
"Hydromorphone","RGS4","SCHIZOPHRENIA"
"Ketobemidone","RGS4","SCHIZOPHRENIA"
"Levacetylmethadol","RGS4","SCHIZOPHRENIA"
"Levallorphan","RGS4","SCHIZOPHRENIA"
"Levorphanol","RGS4","SCHIZOPHRENIA"
"LI-301","RGS4","SCHIZOPHRENIA"
"Loxicodegol","RGS4","SCHIZOPHRENIA"
"Methadone","RGS4","SCHIZOPHRENIA"
"Methadyl acetate","RGS4","SCHIZOPHRENIA"
"Methylnaltrexone","RGS4","SCHIZOPHRENIA"
"Morphine glucuronide","RGS4","SCHIZOPHRENIA"
"Nalbuphine","RGS4","SCHIZOPHRENIA"
"Nalmefene","RGS4","SCHIZOPHRENIA"
"Naloxone","RGS4","SCHIZOPHRENIA"
"Opium","RGS4","SCHIZOPHRENIA"
"Oxymorphone","RGS4","SCHIZOPHRENIA"
"Pentazocine","RGS4","SCHIZOPHRENIA"
"Pentoxyverine","RGS4","SCHIZOPHRENIA"
"Pholcodine","RGS4","SCHIZOPHRENIA"
"Remifentanil","RGS4","SCHIZOPHRENIA"
"Sufentanil","RGS4","SCHIZOPHRENIA"
"Tianeptine","RGS4","SCHIZOPHRENIA"
"V1003","RGS4","SCHIZOPHRENIA"
"Dextromoramide","RGS4","SCHIZOPHRENIA"
"ODELEPRAN","RGS4","SCHIZOPHRENIA"
"Revex","RGS4","SCHIZOPHRENIA"
"NALMETRENE","RGS4","SCHIZOPHRENIA"
"Levomethadyl acetate","RGS4","SCHIZOPHRENIA"
"Phy","RGS4","SCHIZOPHRENIA"
"SELINCRO","RGS4","SCHIZOPHRENIA"
"LEVO-BC-2627","RGS4","SCHIZOPHRENIA"
"Numorphan","RGS4","SCHIZOPHRENIA"
"Amidone","RGS4","SCHIZOPHRENIA"
"Opana","RGS4","SCHIZOPHRENIA"
"Symoron","RGS4","SCHIZOPHRENIA"
"Levopropoxyphene","RGS4","SCHIZOPHRENIA"
"ORF-11676","RGS4","SCHIZOPHRENIA"
"Nubain","RGS4","SCHIZOPHRENIA"
"Heptadon","RGS4","SCHIZOPHRENIA"
"JF-1","RGS4","SCHIZOPHRENIA"
"Ondelopran","RGS4","SCHIZOPHRENIA"
"Dolophine","RGS4","SCHIZOPHRENIA"
"LY2196044","RGS4","SCHIZOPHRENIA"
"DIHYDROCODEINE","RGS4","SCHIZOPHRENIA"
"Propoxyphene","RGS4","SCHIZOPHRENIA"
"Fibricor","RXRA","SCHIZOPHRENIA"
"FENOFIBRIC ACID","RXRA","SCHIZOPHRENIA"
"Lipanthyl","RXRA","SCHIZOPHRENIA"
"Trilipix","RXRA","SCHIZOPHRENIA"
"Supralip","RXRA","SCHIZOPHRENIA"
"Lipofen","RXRA","SCHIZOPHRENIA"
"Fenocor-67","RXRA","SCHIZOPHRENIA"
"Fenogal","RXRA","SCHIZOPHRENIA"
"Lofibra","RXRA","SCHIZOPHRENIA"
"CHEMBL239","RXRA","SCHIZOPHRENIA"
"DRF-10945","RXRA","SCHIZOPHRENIA"
"Tesaglitazar","RXRA","SCHIZOPHRENIA"
"GALIDA","RXRA","SCHIZOPHRENIA"
"Choline fenofibrate","RXRA","SCHIZOPHRENIA"
"ABT-335","RXRA","SCHIZOPHRENIA"
"AVE-8134","RXRA","SCHIZOPHRENIA"
"Atromid-S","RXRA","SCHIZOPHRENIA"
"CHLORFENISATE","RXRA","SCHIZOPHRENIA"
"AY-61123","RXRA","SCHIZOPHRENIA"
"Atromid","RXRA","SCHIZOPHRENIA"
"ICI-28257","RXRA","SCHIZOPHRENIA"
"CLOFIBRATE","RXRA","SCHIZOPHRENIA"
"Lipantil Micro 67","RXRA","SCHIZOPHRENIA"
"Supralip 160","RXRA","SCHIZOPHRENIA"
"TRICOR","RXRA","SCHIZOPHRENIA"
"LIPANTIL MICRO 267","RXRA","SCHIZOPHRENIA"
"LIPIDIL","RXRA","SCHIZOPHRENIA"
"Fenoglide","RXRA","SCHIZOPHRENIA"
"Ro-0728804","RXRA","SCHIZOPHRENIA"
"WIN 35833","RXRA","SCHIZOPHRENIA"
"MODALIM","RXRA","SCHIZOPHRENIA"
"CIPROFIBRATE","RXRA","SCHIZOPHRENIA"
"ZYH7","RXRA","SCHIZOPHRENIA"
"KB-68984","RXRA","SCHIZOPHRENIA"
"LY-674","RXRA","SCHIZOPHRENIA"
"LY-518674","RXRA","SCHIZOPHRENIA"
"K-877","RXRA","SCHIZOPHRENIA"
"CP-778875","RXRA","SCHIZOPHRENIA"
"MURAGLITAZAR","RXRA","SCHIZOPHRENIA"
"EMFIB","RXRA","SCHIZOPHRENIA"
"GW590735","RXRA","SCHIZOPHRENIA"
"2-METHYL-2-(4-{[({4-METHYL-2-[4-(TRIFLUOROMETHYL)PHENYL]-1,3-THIAZOL-5-YL}CARBONYL)AMINO]METHYL}PHENOXY)PROPANOIC ACID","RXRA","SCHIZOPHRENIA"
"Caprylic acid","RXRA","SCHIZOPHRENIA"
"Cardarine","RXRA","SCHIZOPHRENIA"
"Clinofibrate","RXRA","SCHIZOPHRENIA"
"Dexibuprofen","RXRA","SCHIZOPHRENIA"
"Elafibranor","RXRA","SCHIZOPHRENIA"
"Ertiprotafib","RXRA","SCHIZOPHRENIA"
"Fenoprofen","RXRA","SCHIZOPHRENIA"
"Flufenamic Acid","RXRA","SCHIZOPHRENIA"
"Icosapent","RXRA","SCHIZOPHRENIA"
"Indeglitazar","RXRA","SCHIZOPHRENIA"
"Isoflavone","RXRA","SCHIZOPHRENIA"
"Lauric acid","RXRA","SCHIZOPHRENIA"
"Leukotriene B4","RXRA","SCHIZOPHRENIA"
"N,N-Bis(3-(D-gluconamido)propyl)deoxycholamide","RXRA","SCHIZOPHRENIA"
"Oleic Acid","RXRA","SCHIZOPHRENIA"
"Omega-3 fatty acids","RXRA","SCHIZOPHRENIA"
"Palmitic Acid","RXRA","SCHIZOPHRENIA"
"Pioglitazone","RXRA","SCHIZOPHRENIA"
"Prasterone","RXRA","SCHIZOPHRENIA"
"Ragaglitazar","RXRA","SCHIZOPHRENIA"
"Reglitazar","RXRA","SCHIZOPHRENIA"
"Soybean oil","RXRA","SCHIZOPHRENIA"
"Stearic acid","RXRA","SCHIZOPHRENIA"
"Valproic Acid","RXRA","SCHIZOPHRENIA"
"Avage","RXRA","SCHIZOPHRENIA"
"FABIOR","RXRA","SCHIZOPHRENIA"
"Differin","RXRA","SCHIZOPHRENIA"
"Tazorac","RXRA","SCHIZOPHRENIA"
"Retin-a-micro","RXRA","SCHIZOPHRENIA"
"AMNESTEEM","RXRA","SCHIZOPHRENIA"
"AGN 190168","RXRA","SCHIZOPHRENIA"
"CD 271","RXRA","SCHIZOPHRENIA"
"Avita","RXRA","SCHIZOPHRENIA"
"SOTRET","RXRA","SCHIZOPHRENIA"
"Zorac","RXRA","SCHIZOPHRENIA"
"ZENATANE","RXRA","SCHIZOPHRENIA"
"Vesanoid","RXRA","SCHIZOPHRENIA"
"Bezagen XL","RXRA","SCHIZOPHRENIA"
"Liparol XL","RXRA","SCHIZOPHRENIA"
"FIBRAZATE XL","RXRA","SCHIZOPHRENIA"
"Zimbacol XL","RXRA","SCHIZOPHRENIA"
"NRX-195183","RXRA","SCHIZOPHRENIA"
"AGN-195183","RXRA","SCHIZOPHRENIA"
"VTP-195183","RXRA","SCHIZOPHRENIA"
"IRX5183","RXRA","SCHIZOPHRENIA"
"Secretin Synthetic Human","SCTR","AUTISM"
"CHIRHOSTIM","SCTR","AUTISM"
"CHEMBL1925","SCTR","AUTISM"
"Secretin Synthetic Porcine","SCTR","AUTISM"
"Secreflo","SCTR","AUTISM"
"SECRETIN-KABI","SCTR","AUTISM"
"Secretin-Ferring","SCTR","AUTISM"
"Geref","SCTR","AUTISM"
"Sermorelin Acetate","SCTR","AUTISM"
"SERMORELIN","SCTR","AUTISM"
"CHEMBL2032","SCTR","AUTISM"
"EGRIFTA","SCTR","AUTISM"
"TESAMORELIN ACETATE","SCTR","AUTISM"
"RO5073031","SCTR","AUTISM"
"CHEMBL1784","SCTR","AUTISM"
"DULAGLUTIDE","SCTR","AUTISM"
"Saxenda","SCTR","AUTISM"
"Liraglutide Recombinant","SCTR","AUTISM"
"Lyxumia","SCTR","AUTISM"
"EXENATIDE SYNTHETIC","SCTR","AUTISM"
"AC2993","SCTR","AUTISM"
"Albiglutide","SCTR","AUTISM"
"Glucagon hydrochloride","SCTR","AUTISM"
"CHEMBL1985","SCTR","AUTISM"
"Crotedumab","SCTR","AUTISM"
"Glucagen","SCTR","AUTISM"
"GlucaGen Hypokit","SCTR","AUTISM"
"GLUCAGON RECOMBINANT","SCTR","AUTISM"
"SAR425899","SCTR","AUTISM"
"Paroidin","SCTR","AUTISM"
"Parathyroid hormone","SCTR","AUTISM"
"PREOTACT","SCTR","AUTISM"
"ALX1-11","SCTR","AUTISM"
"CHEMBL1793","SCTR","AUTISM"
"Tymlos","SCTR","AUTISM"
"Abaloparatide","SCTR","AUTISM"
"BA058","SCTR","AUTISM"
"BIM-44058","SCTR","AUTISM"
"FORTEO","SCTR","AUTISM"
"Teriparatide Recombinant Human","SCTR","AUTISM"
"FORSTEO","SCTR","AUTISM"
"TERIPARATIDE","SCTR","AUTISM"
"Teriparatide acetate","SCTR","AUTISM"
"PARATHAR","SCTR","AUTISM"
"HPTH 1-34 (Acetate salt)","SCTR","AUTISM"
"ELSIGLUTIDE","SCTR","AUTISM"
"ZP-1846","SCTR","AUTISM"
"CHEMBL5844","SCTR","AUTISM"
"TEDUGLUTIDE RECOMBINANT","SCTR","AUTISM"
"TEDUGLUTIDE","SCTR","AUTISM"
"ALX-0600","SCTR","AUTISM"
"GATTEX KIT","SCTR","AUTISM"
"Secretin human","SCTR","AUTISM"
"Tesamorelin","SCTR","AUTISM"
"CHEMBL1997","SLC29A1","BIPOLAR DISORDER"
"Didanosine","SLC29A1","BIPOLAR DISORDER"
"Fluorouracil","SLC29A1","BIPOLAR DISORDER"
"Gemcitabine","SLC29A1","BIPOLAR DISORDER"
"Tegafur-uracil","SLC29A1","BIPOLAR DISORDER"
"Trifluridine","SLC29A1","BIPOLAR DISORDER"
"Uridine","SLC29A1","BIPOLAR DISORDER"
"Zalcitabine","SLC29A1","BIPOLAR DISORDER"
"TANESPIMYCIN","SLC29A1","BIPOLAR DISORDER"
"Retaspimycin","SLC29A1","BIPOLAR DISORDER"
"RO4917838","SLC6A9","SCHIZOPHRENIA"
"CHEMBL2337","SLC6A9","SCHIZOPHRENIA"
"CHEMBL2364159","SNAP91","SCHIZOPHRENIA"
"BOTOX COSMETIC","SNAP91","SCHIZOPHRENIA"
"Onaclostox","SNAP91","SCHIZOPHRENIA"
"Abobotulinumtoxina","SNAP91","SCHIZOPHRENIA"
"Botulinum toxin type A","SNAP91","SCHIZOPHRENIA"
"CHEMBL2364170","STAT4","ALZHEIMER'S DISEASE"
"ALBUFERON","STAT4","ALZHEIMER'S DISEASE"
"Albinterferon Alfa-2B","STAT4","ALZHEIMER'S DISEASE"
"Peginterferon alfa-2b","STAT4","ALZHEIMER'S DISEASE"
"Alferon LDO","STAT4","ALZHEIMER'S DISEASE"
"Alferon N Gel","STAT4","ALZHEIMER'S DISEASE"
"Alferon N Injection","STAT4","ALZHEIMER'S DISEASE"
"INTERFERON ALFA-N3","STAT4","ALZHEIMER'S DISEASE"
"Leukocyte Interferon","STAT4","ALZHEIMER'S DISEASE"
"PEGINTERFERON BETA-1A","STAT4","ALZHEIMER'S DISEASE"
"BIIB017","STAT4","ALZHEIMER'S DISEASE"
"Betaseron","STAT4","ALZHEIMER'S DISEASE"
"Interferon beta-1b","STAT4","ALZHEIMER'S DISEASE"
"Extavia","STAT4","ALZHEIMER'S DISEASE"
"INFERGEN","STAT4","ALZHEIMER'S DISEASE"
"Interferon alfacon-1","STAT4","ALZHEIMER'S DISEASE"
"Neoferon","STAT4","ALZHEIMER'S DISEASE"
"RO 22-8181","STAT4","ALZHEIMER'S DISEASE"
"INTERFERON ALFA-2A (GENETICAL RECOMBINATION)","STAT4","ALZHEIMER'S DISEASE"
"INTERFERON ALFA-2A","STAT4","ALZHEIMER'S DISEASE"
"CHEMBL1957","STAT4","ALZHEIMER'S DISEASE"
"Ro-4858696000","STAT4","ALZHEIMER'S DISEASE"
"MECASERMIN RECOMBINANT","STAT4","ALZHEIMER'S DISEASE"
"INCRELEX","STAT4","ALZHEIMER'S DISEASE"
"INSM-18","STAT4","ALZHEIMER'S DISEASE"
"FIGITUMUMAB","STAT4","ALZHEIMER'S DISEASE"
"IPLEX","STAT4","ALZHEIMER'S DISEASE"
"MECASERMIN RINFABATE","STAT4","ALZHEIMER'S DISEASE"
"MECASERMIN RINFABATE RECOMBINANT","STAT4","ALZHEIMER'S DISEASE"
"RHIGF-I/RHIGFBP-3","STAT4","ALZHEIMER'S DISEASE"
"SOMATOKINE","STAT4","ALZHEIMER'S DISEASE"
"BIIB-022","STAT4","ALZHEIMER'S DISEASE"
"AEW-541","STAT4","ALZHEIMER'S DISEASE"
"NVP-AEW541","STAT4","ALZHEIMER'S DISEASE"
"INTERFERON GAMMA","STAT4","ALZHEIMER'S DISEASE"
"Interferon Gamma-1B","STAT4","ALZHEIMER'S DISEASE"
"INTERFERON GAMMA-2A","STAT4","ALZHEIMER'S DISEASE"
"Immukin","STAT4","ALZHEIMER'S DISEASE"
"Actimmune","STAT4","ALZHEIMER'S DISEASE"
"CHEMBL2364171","STAT4","ALZHEIMER'S DISEASE"
"CHEMBL2782","STAT4","ALZHEIMER'S DISEASE"
"GUSELKUMAB","STAT4","ALZHEIMER'S DISEASE"
"Tremfya","STAT4","ALZHEIMER'S DISEASE"
"CNTO 1959","STAT4","ALZHEIMER'S DISEASE"
"CHEMBL3580502","STAT4","ALZHEIMER'S DISEASE"
"MEDI2070","STAT4","ALZHEIMER'S DISEASE"
"AMG-139","STAT4","ALZHEIMER'S DISEASE"
"BRAZIKUMAB","STAT4","ALZHEIMER'S DISEASE"
"TILDRAKIZUMAB","STAT4","ALZHEIMER'S DISEASE"
"PEG-IL-29","STAT4","ALZHEIMER'S DISEASE"
"PEGINTERFERON LAMBDA-1A","STAT4","ALZHEIMER'S DISEASE"
"PEG-RIL-29","STAT4","ALZHEIMER'S DISEASE"
"CHEMBL3831284","STAT4","ALZHEIMER'S DISEASE"
"Cenicriviroc","STAT4","ALZHEIMER'S DISEASE"
"TBR-652","STAT4","ALZHEIMER'S DISEASE"
"TAK-652","STAT4","ALZHEIMER'S DISEASE"
"CHEMBL4015","STAT4","ALZHEIMER'S DISEASE"
"CCX-140","STAT4","ALZHEIMER'S DISEASE"
"MLN1202","STAT4","ALZHEIMER'S DISEASE"
"PLOZALIZUMAB","STAT4","ALZHEIMER'S DISEASE"
"hu1D9","STAT4","ALZHEIMER'S DISEASE"
"AZD2423","STAT4","ALZHEIMER'S DISEASE"
"PF-04634817","STAT4","ALZHEIMER'S DISEASE"
"BEACITA","STAT4","ALZHEIMER'S DISEASE"
"XENICAL","STAT4","ALZHEIMER'S DISEASE"
"Lipstatin","STAT4","ALZHEIMER'S DISEASE"
"CHEMBL1812","STAT4","ALZHEIMER'S DISEASE"
"Interferon alfa","STAT4","ALZHEIMER'S DISEASE"
"Interferon Alfa-2a, Recombinant","STAT4","ALZHEIMER'S DISEASE"
"Interferon alfa-n1","STAT4","ALZHEIMER'S DISEASE"
"omega interferon","STAT4","ALZHEIMER'S DISEASE"
"(4Z)-6-bromo-4-({[4-(pyrrolidin-1-ylmethyl)phenyl]amino}methylidene)isoquinoline-1,3(2H,4H)-dione","STAT4","ALZHEIMER'S DISEASE"
